מספר_הזמנה,תאריך,שנה,חודש,יום_בשבוע,עונה,חג,רשת,עיר,אזור,קטגוריה,תת_קטגוריה,מוצר,כמות,מחיר_יחידה,הנחה_אחוז,מכירות_ש,רווח_ש,אחוז_רווח
IL-08860,2024-05-06,2024,5,שני,אביב,,חצי חינם,נצרת,צפון,בית וגן,גינה,עציץ קרמיקה,8,41.65,0.15,333.2,98.74,29.6
IL-08861,2023-09-19,2023,9,שלישי,סתיו,,ויקטורי,בית שמש,ירושלים,אלקטרוניקה,טלוויזיות,"TCL 43""",7,1104.15,0.15,7729.05,1867.54,24.2
IL-08862,2023-02-03,2023,2,שישי,חורף,,שופרסל,תל אביב,מרכז,אלקטרוניקה,מחשבים,לפטופ Lenovo,3,2849.05,0.05,8547.15,1576.39,18.4
IL-08863,2024-07-15,2024,7,שני,קיץ,,רמי לוי,תל אביב,מרכז,בית וגן,ניקיון,סבון כלים Fairy,7,12.9,0.0,90.3,21.45,23.8
IL-08864,2023-08-31,2023,8,חמישי,קיץ,,יינות ביתן,נתניה,שרון,ביגוד והנעלה,אביזרים,חגורת עור,6,89.0,0.0,534.0,176.6,33.1
IL-08865,2023-09-24,2023,9,ראשון,סתיו,,ויקטורי,אשדוד,דרום,ביגוד והנעלה,הנעלה,נייקי אייר,7,339.15,0.15,2374.05,798.24,33.6
IL-08866,2022-03-27,2022,3,ראשון,אביב,,רמי לוי,אשקלון,דרום,בריאות ויופי,היגיינה,משחת שיניים,6,12.66,0.15,75.96,21.99,28.9
IL-08867,2022-11-04,2022,11,שישי,חורף,,שופרסל,בית שמש,ירושלים,בית וגן,גינה,זרנוק גינה,3,80.1,0.1,240.3,73.49,30.6
IL-08868,2024-04-07,2024,4,ראשון,אביב,,מגה,ראשון לציון,מרכז,מזון ומשקאות,מוצרי חלב,יוגורט דנונה,7,4.27,0.05,29.89,4.31,14.4
IL-08869,2022-05-24,2022,5,שלישי,אביב,,מגה,באר שבע,דרום,בריאות ויופי,קוסמטיקה,פאודר פנים,4,89.0,0.0,356.0,101.58,28.5
IL-08870,2023-11-22,2023,11,רביעי,חורף,,יינות ביתן,חיפה,צפון,בריאות ויופי,תרופות OTC,וויקס,6,19.92,0.2,119.52,40.85,34.2
IL-08871,2022-03-30,2022,3,רביעי,אביב,,יינות ביתן,בית שמש,ירושלים,מזון ומשקאות,לחם ומאפים,לחם אחיד,4,7.5,0.0,30.0,4.97,16.6
IL-08872,2024-09-15,2024,9,ראשון,סתיו,,חצי חינם,אשדוד,דרום,מזון ומשקאות,מוצרי חלב,חלב תנובה 3%,1,6.9,0.0,6.9,1.22,17.7
IL-08873,2024-08-18,2024,8,ראשון,קיץ,,שופרסל,חולון,מרכז,אלקטרוניקה,מחשבים,טאבלט iPad,6,2124.15,0.15,12744.9,3389.59,26.6
IL-08874,2023-11-08,2023,11,רביעי,חורף,,שופרסל,אשדוד,דרום,אלקטרוניקה,מטעני חשמל,סוללה ניידת,3,149.0,0.0,447.0,68.36,15.3
IL-08875,2024-08-09,2024,8,שישי,קיץ,,רמי לוי,פתח תקווה,מרכז,אלקטרוניקה,טלפונים,iPhone 15,4,3999.0,0.0,15996.0,4234.57,26.5
IL-08876,2022-11-04,2022,11,שישי,חורף,,רמי לוי,חולון,מרכז,בריאות ויופי,היגיינה,שמפו Head&Shoulders,2,25.41,0.15,50.82,15.72,30.9
IL-08877,2022-09-03,2022,9,שבת,סתיו,,יינות ביתן,באר שבע,דרום,בריאות ויופי,ויטמינים,ויטמין D3,8,35.2,0.2,281.6,85.11,30.2
IL-08878,2023-05-14,2023,5,ראשון,אביב,,חצי חינם,נצרת,צפון,בית וגן,גינה,זרנוק גינה,8,80.1,0.1,640.8,185.71,29.0
IL-08879,2024-08-16,2024,8,שישי,קיץ,,ויקטורי,בית שמש,ירושלים,בריאות ויופי,קוסמטיקה,קרם לחות SPF,7,69.0,0.0,483.0,146.13,30.3
IL-08880,2023-08-24,2023,8,חמישי,קיץ,,רמי לוי,פתח תקווה,מרכז,בריאות ויופי,ויטמינים,מגנזיום,6,49.0,0.0,294.0,97.6,33.2
IL-08881,2024-02-11,2024,2,ראשון,חורף,,ויקטורי,ירושלים,ירושלים,ביגוד והנעלה,נשים,שמלת קיץ,7,149.0,0.0,1043.0,323.74,31.0
IL-08882,2022-02-17,2022,2,חמישי,חורף,,יינות ביתן,בית שמש,ירושלים,מזון ומשקאות,בשר ועוף,"כנפיים ק""ג",5,19.92,0.2,99.6,11.24,11.3
IL-08883,2024-06-18,2024,6,שלישי,קיץ,,שופרסל,פתח תקווה,מרכז,אלקטרוניקה,מטעני חשמל,סוללה ניידת,2,149.0,0.0,298.0,65.13,21.9
IL-08884,2023-03-03,2023,3,שישי,אביב,,שופרסל,תל אביב,מרכז,בריאות ויופי,היגיינה,שמפו Head&Shoulders,4,26.91,0.1,107.64,34.26,31.8
IL-08885,2022-09-03,2022,9,שבת,סתיו,,שופרסל,הרצליה,שרון,בריאות ויופי,תרופות OTC,אקמול 500מג,8,17.01,0.1,136.08,44.12,32.4
IL-08886,2023-11-23,2023,11,חמישי,חורף,,ויקטורי,תל אביב,מרכז,ביגוד והנעלה,אביזרים,כובע קיץ,1,55.2,0.2,55.2,20.11,36.4
IL-08887,2023-08-02,2023,8,רביעי,קיץ,,רמי לוי,בני ברק,מרכז,אלקטרוניקה,טלוויזיות,"Samsung 55""",3,2519.1,0.1,7557.3,1625.73,21.5
IL-08888,2022-01-13,2022,1,חמישי,חורף,,חצי חינם,פתח תקווה,מרכז,בריאות ויופי,היגיינה,משחת שיניים,5,11.92,0.2,59.6,16.11,27.0
IL-08889,2022-08-17,2022,8,רביעי,קיץ,,ויקטורי,אשקלון,דרום,מזון ומשקאות,משקאות,מים נביעות 6פ',4,12.66,0.15,50.64,6.96,13.7
IL-08890,2024-04-16,2024,4,שלישי,אביב,,רמי לוי,אשקלון,דרום,ביגוד והנעלה,גברים,תחתון כותנה,6,31.2,0.2,187.2,64.01,34.2
IL-08891,2022-08-23,2022,8,שלישי,קיץ,,חצי חינם,הרצליה,שרון,בית וגן,סלון,כרית נוי,4,53.1,0.1,212.4,60.53,28.5
IL-08892,2022-08-01,2022,8,שני,קיץ,,ויקטורי,חולון,מרכז,מזון ומשקאות,משקאות,מים נביעות 6פ',8,12.66,0.15,101.28,15.37,15.2
IL-08893,2022-11-22,2022,11,שלישי,חורף,,ויקטורי,פתח תקווה,מרכז,ביגוד והנעלה,אביזרים,כובע קיץ,2,58.65,0.15,117.3,36.85,31.4
IL-08894,2023-10-31,2023,10,שלישי,סתיו,,מגה,פתח תקווה,מרכז,בריאות ויופי,קוסמטיקה,פאודר פנים,6,89.0,0.0,534.0,154.66,29.0
IL-08895,2024-06-02,2024,6,ראשון,קיץ,,מגה,חולון,מרכז,בית וגן,גינה,זרנוק גינה,2,84.55,0.05,169.1,37.53,22.2
IL-08896,2023-08-03,2023,8,חמישי,קיץ,,מגה,אשקלון,דרום,בית וגן,ניקיון,שואב אבק,5,319.2,0.2,1596.0,420.59,26.4
IL-08897,2023-01-25,2023,1,רביעי,חורף,,חצי חינם,פתח תקווה,מרכז,בריאות ויופי,תרופות OTC,אקמול 500מג,1,18.9,0.0,18.9,6.8,36.0
IL-08898,2022-07-26,2022,7,שלישי,קיץ,,יינות ביתן,ירושלים,ירושלים,ביגוד והנעלה,גברים,חולצת פולו,6,89.1,0.1,534.6,185.18,34.6
IL-08899,2022-06-16,2022,6,חמישי,קיץ,,שופרסל,הרצליה,שרון,מזון ומשקאות,מוצרי חלב,גבינה לבנה 5%,7,12.9,0.0,90.3,7.21,8.0
IL-08900,2022-09-27,2022,9,שלישי,סתיו,,חצי חינם,חולון,מרכז,ביגוד והנעלה,נשים,חולצת כותנה,7,80.1,0.1,560.7,188.08,33.5
IL-08901,2022-11-30,2022,11,רביעי,חורף,,יינות ביתן,נצרת,צפון,מזון ומשקאות,מוצרי חלב,גבינה לבנה 5%,1,11.61,0.1,11.61,0.87,7.5
IL-08902,2022-08-21,2022,8,ראשון,קיץ,,רמי לוי,נתניה,שרון,אלקטרוניקה,אוזניות,Sony WH-1000,4,719.2,0.2,2876.8,420.72,14.6
IL-08903,2022-06-17,2022,6,שישי,קיץ,,ויקטורי,בית שמש,ירושלים,בית וגן,ניקיון,סבון כלים Fairy,3,12.25,0.05,36.75,10.72,29.2
IL-08904,2022-07-14,2022,7,חמישי,קיץ,,יינות ביתן,בית שמש,ירושלים,בריאות ויופי,קוסמטיקה,שפתון L'Oreal,5,39.2,0.2,196.0,55.82,28.5
IL-08905,2024-07-30,2024,7,שלישי,קיץ,,יינות ביתן,ראשון לציון,מרכז,מזון ומשקאות,חטיפים,ביסלי,4,6.9,0.0,27.6,4.23,15.3
IL-08906,2024-10-18,2024,10,שישי,סתיו,,ויקטורי,באר שבע,דרום,מזון ומשקאות,בשר ועוף,"חזה עוף ק""ג",1,33.06,0.15,33.06,3.9,11.8
IL-08907,2023-06-08,2023,6,חמישי,קיץ,,רמי לוי,חיפה,צפון,מזון ומשקאות,משקאות,מיץ טבעי,1,12.9,0.0,12.9,1.58,12.2
IL-08908,2024-11-25,2024,11,שני,חורף,,שופרסל,פתח תקווה,מרכז,אלקטרוניקה,טלפונים,Xiaomi 13,2,1274.15,0.15,2548.3,437.41,17.2
IL-08909,2023-09-03,2023,9,ראשון,סתיו,,יינות ביתן,נתניה,שרון,אלקטרוניקה,אוזניות,JBL Tune,2,239.2,0.2,478.4,97.2,20.3
IL-08910,2023-08-29,2023,8,שלישי,קיץ,,ויקטורי,בני ברק,מרכז,בריאות ויופי,ויטמינים,ויטמין D3,5,44.0,0.0,220.0,75.57,34.3
IL-08911,2023-11-03,2023,11,שישי,חורף,,ויקטורי,נהריה,צפון,אלקטרוניקה,אוזניות,JBL Tune,1,239.2,0.2,239.2,45.46,19.0
IL-08912,2022-02-13,2022,2,ראשון,חורף,,שופרסל,הרצליה,שרון,בריאות ויופי,ויטמינים,מגנזיום,4,49.0,0.0,196.0,66.04,33.7
IL-08913,2023-07-21,2023,7,שישי,קיץ,,שופרסל,ירושלים,ירושלים,מזון ומשקאות,בשר ועוף,"חזה עוף ק""ג",6,38.9,0.0,233.4,26.52,11.4
IL-08914,2022-06-27,2022,6,שני,קיץ,,חצי חינם,חולון,מרכז,מזון ומשקאות,לחם ומאפים,לחם אחיד,8,6.0,0.2,48.0,6.54,13.6
IL-08915,2024-03-07,2024,3,חמישי,אביב,,ויקטורי,נתניה,שרון,מזון ומשקאות,פירות וירקות,"עגבניות ק""ג",7,6.71,0.15,46.97,5.16,11.0
IL-08916,2024-04-03,2024,4,רביעי,אביב,,חצי חינם,נצרת,צפון,ביגוד והנעלה,הנעלה,סנדלי נוחות,3,159.2,0.2,477.6,167.19,35.0
IL-08917,2022-03-05,2022,3,שבת,אביב,,ויקטורי,נצרת,צפון,אלקטרוניקה,מטעני חשמל,כבל Lightning,2,44.1,0.1,88.2,15.15,17.2
IL-08918,2022-08-05,2022,8,שישי,קיץ,,ויקטורי,נצרת,צפון,בריאות ויופי,ויטמינים,ויטמין D3,3,44.0,0.0,132.0,40.43,30.6
IL-08919,2023-07-30,2023,7,ראשון,קיץ,,מגה,בני ברק,מרכז,מזון ומשקאות,בשר ועוף,"בשר טחון ק""ג",8,52.9,0.0,423.2,42.04,9.9
IL-08921,2023-02-06,2023,2,שני,חורף,,ויקטורי,באר שבע,דרום,אלקטרוניקה,טלפונים,Xiaomi 13,2,1424.05,0.05,2848.1,624.64,21.9
IL-08922,2022-01-16,2022,1,ראשון,חורף,,מגה,באר שבע,דרום,בריאות ויופי,היגיינה,שמפו Head&Shoulders,8,25.41,0.15,203.28,72.19,35.5
IL-08923,2022-11-19,2022,11,שבת,חורף,,יינות ביתן,ראשון לציון,מרכז,מזון ומשקאות,מוצרי חלב,גבינה לבנה 5%,1,10.96,0.15,10.96,0.9,8.2
IL-08924,2024-03-10,2024,3,ראשון,אביב,,יינות ביתן,בית שמש,ירושלים,בית וגן,סלון,שולחן קפה,3,399.0,0.0,1197.0,381.46,31.9
IL-08925,2024-01-14,2024,1,ראשון,חורף,,יינות ביתן,אשקלון,דרום,בריאות ויופי,קוסמטיקה,שפתון L'Oreal,5,41.65,0.15,208.25,64.65,31.0
IL-08926,2022-04-15,2022,4,שישי,אביב,,מגה,אשקלון,דרום,בית וגן,מטבח,מחבת טפלון,8,99.0,0.0,792.0,236.03,29.8
IL-08927,2022-11-22,2022,11,שלישי,חורף,,ויקטורי,נתניה,שרון,ביגוד והנעלה,הנעלה,סנדלי נוחות,7,159.2,0.2,1114.4,359.74,32.3
IL-08928,2023-07-24,2023,7,שני,קיץ,,חצי חינם,ראשון לציון,מרכז,בית וגן,שינה,שמיכת קיץ,7,141.55,0.05,990.85,281.66,28.4
IL-08929,2024-07-26,2024,7,שישי,קיץ,,מגה,ראשון לציון,מרכז,בית וגן,מטבח,סיר נירוסטה,2,149.0,0.0,298.0,86.24,28.9
IL-08930,2022-03-21,2022,3,שני,אביב,,ויקטורי,הרצליה,שרון,מזון ומשקאות,מוצרי חלב,יוגורט דנונה,1,3.82,0.15,3.82,0.29,7.6
IL-08931,2023-11-23,2023,11,חמישי,חורף,,יינות ביתן,באר שבע,דרום,בריאות ויופי,קוסמטיקה,שפתון L'Oreal,7,46.55,0.05,325.85,110.22,33.8
IL-08932,2023-01-16,2023,1,שני,חורף,,ויקטורי,אשקלון,דרום,אלקטרוניקה,אוזניות,JBL Tune,6,299.0,0.0,1794.0,395.36,22.0
IL-08933,2023-12-08,2023,12,שישי,חורף,,ויקטורי,חיפה,צפון,מזון ומשקאות,בשר ועוף,"חזה עוף ק""ג",4,38.9,0.0,155.6,17.86,11.5
IL-08934,2023-12-13,2023,12,רביעי,חורף,,יינות ביתן,נתניה,שרון,בריאות ויופי,היגיינה,משחת שיניים,1,11.92,0.2,11.92,4.3,36.1
IL-08935,2024-11-22,2024,11,שישי,חורף,,שופרסל,בית שמש,ירושלים,בריאות ויופי,ויטמינים,ויטמין D3,4,35.2,0.2,140.8,44.25,31.4
IL-08936,2022-01-21,2022,1,שישי,חורף,,מגה,נתניה,שרון,אלקטרוניקה,אוזניות,AirPods,3,629.1,0.1,1887.3,387.82,20.5
IL-08937,2023-03-21,2023,3,שלישי,אביב,,שופרסל,פתח תקווה,מרכז,מזון ומשקאות,מוצרי חלב,יוגורט דנונה,4,4.5,0.0,18.0,0.96,5.3
IL-08938,2023-03-21,2023,3,שלישי,אביב,,יינות ביתן,תל אביב,מרכז,מזון ומשקאות,בשר ועוף,"חזה עוף ק""ג",1,38.9,0.0,38.9,7.49,19.3
IL-08939,2024-09-30,2024,9,שני,סתיו,,ויקטורי,הרצליה,שרון,ביגוד והנעלה,אביזרים,כובע קיץ,1,69.0,0.0,69.0,27.25,39.5
IL-08940,2023-09-15,2023,9,שישי,סתיו,,מגה,תל אביב,מרכז,בית וגן,שינה,ציפית,1,29.0,0.0,29.0,7.87,27.1
IL-08941,2023-12-22,2023,12,שישי,חורף,,יינות ביתן,חיפה,צפון,בית וגן,מטבח,בלנדר ידני,1,62.1,0.1,62.1,13.71,22.1
IL-08942,2022-10-20,2022,10,חמישי,סתיו,,ויקטורי,באר שבע,דרום,בריאות ויופי,תרופות OTC,אספירין,7,14.9,0.0,104.3,34.28,32.9
IL-08943,2024-03-19,2024,3,שלישי,אביב,,שופרסל,נהריה,צפון,בריאות ויופי,תרופות OTC,וויקס,4,19.92,0.2,79.68,22.05,27.7
IL-08944,2024-12-04,2024,12,רביעי,חורף,,מגה,בית שמש,ירושלים,בריאות ויופי,קוסמטיקה,שפתון L'Oreal,3,46.55,0.05,139.65,46.55,33.3
IL-08945,2024-04-29,2024,4,שני,אביב,,ויקטורי,ראשון לציון,מרכז,אלקטרוניקה,טלוויזיות,"LG 50""",8,2299.0,0.0,18392.0,3537.65,19.2
IL-08946,2024-07-21,2024,7,ראשון,קיץ,,חצי חינם,הרצליה,שרון,בית וגן,שינה,כרית שינה,7,75.65,0.15,529.55,133.32,25.2
IL-08947,2023-09-05,2023,9,שלישי,סתיו,,חצי חינם,הרצליה,שרון,אלקטרוניקה,טלוויזיות,"TCL 43""",2,1299.0,0.0,2598.0,555.01,21.4
IL-08948,2023-07-12,2023,7,רביעי,קיץ,,יינות ביתן,אשדוד,דרום,בריאות ויופי,ויטמינים,ויטמין D3,2,37.4,0.15,74.8,25.74,34.4
IL-08949,2023-06-27,2023,6,שלישי,קיץ,,חצי חינם,ראשון לציון,מרכז,אלקטרוניקה,אוזניות,Sony WH-1000,3,719.2,0.2,2157.6,451.53,20.9
IL-08950,2024-08-25,2024,8,ראשון,קיץ,,מגה,תל אביב,מרכז,מזון ומשקאות,חטיפים,במבה,6,5.9,0.0,35.4,4.26,12.0
IL-08951,2022-03-25,2022,3,שישי,אביב,,ויקטורי,ירושלים,ירושלים,אלקטרוניקה,אוזניות,Sony WH-1000,2,809.1,0.1,1618.2,222.56,13.8
IL-08952,2024-12-27,2024,12,שישי,חורף,,ויקטורי,באר שבע,דרום,בית וגן,גינה,אדמת גינה,6,23.2,0.2,139.2,43.06,30.9
IL-08953,2022-02-21,2022,2,שני,חורף,,רמי לוי,ראשון לציון,מרכז,בריאות ויופי,תרופות OTC,וויקס,4,22.41,0.1,89.64,27.96,31.2
IL-08954,2024-08-02,2024,8,שישי,קיץ,,ויקטורי,תל אביב,מרכז,ביגוד והנעלה,גברים,מכנסי ג'ינס,3,199.0,0.0,597.0,184.06,30.8
IL-08955,2022-07-27,2022,7,רביעי,קיץ,,מגה,חולון,מרכז,בריאות ויופי,היגיינה,שמפו Head&Shoulders,3,26.91,0.1,80.73,29.11,36.1
IL-08956,2022-06-03,2022,6,שישי,קיץ,,מגה,הרצליה,שרון,מזון ומשקאות,בשר ועוף,"בשר טחון ק""ג",3,52.9,0.0,158.7,29.04,18.3
IL-08957,2024-08-30,2024,8,שישי,קיץ,,ויקטורי,נצרת,צפון,אלקטרוניקה,אוזניות,Sony WH-1000,3,899.0,0.0,2697.0,482.12,17.9
IL-08958,2024-09-13,2024,9,שישי,סתיו,,רמי לוי,הרצליה,שרון,אלקטרוניקה,טלפונים,Xiaomi 13,1,1499.0,0.0,1499.0,366.92,24.5
IL-08959,2023-09-19,2023,9,שלישי,סתיו,,מגה,ירושלים,ירושלים,ביגוד והנעלה,הנעלה,נעלי עבודה,5,223.2,0.2,1116.0,393.66,35.3
IL-08960,2023-05-25,2023,5,חמישי,אביב,,רמי לוי,אשקלון,דרום,מזון ומשקאות,משקאות,קוקה קולה 1.5L,6,7.9,0.0,47.4,5.15,10.9
IL-08961,2024-03-03,2024,3,ראשון,אביב,,ויקטורי,נצרת,צפון,מזון ומשקאות,פירות וירקות,"תפוחים ק""ג",4,11.9,0.0,47.6,4.81,10.1
IL-08962,2024-08-25,2024,8,ראשון,קיץ,,שופרסל,נהריה,צפון,בריאות ויופי,תרופות OTC,וויקס,5,23.65,0.05,118.25,43.65,36.9
IL-08963,2024-07-02,2024,7,שלישי,קיץ,,שופרסל,בית שמש,ירושלים,בית וגן,מטבח,בלנדר ידני,6,69.0,0.0,414.0,106.23,25.7
IL-08964,2023-12-21,2023,12,חמישי,חורף,,חצי חינם,בית שמש,ירושלים,אלקטרוניקה,אוזניות,Sony WH-1000,7,899.0,0.0,6293.0,1271.55,20.2
IL-08965,2022-05-22,2022,5,ראשון,אביב,,חצי חינם,תל אביב,מרכז,בריאות ויופי,תרופות OTC,אקמול 500מג,1,18.9,0.0,18.9,5.73,30.3
IL-08966,2024-07-18,2024,7,חמישי,קיץ,,יינות ביתן,אשקלון,דרום,ביגוד והנעלה,ילדים,חליפת תינוק,1,63.2,0.2,63.2,21.25,33.6
IL-08967,2023-12-07,2023,12,חמישי,חורף,,ויקטורי,בית שמש,ירושלים,אלקטרוניקה,טלפונים,Samsung Galaxy,8,2799.0,0.0,22392.0,4722.64,21.1
IL-08968,2024-10-14,2024,10,שני,סתיו,,ויקטורי,ירושלים,ירושלים,אלקטרוניקה,מחשבים,לפטופ Lenovo,3,2999.0,0.0,8997.0,1516.88,16.9
IL-08969,2024-07-12,2024,7,שישי,קיץ,,יינות ביתן,ירושלים,ירושלים,בריאות ויופי,קוסמטיקה,פאודר פנים,4,80.1,0.1,320.4,98.64,30.8
IL-08970,2022-02-14,2022,2,שני,חורף,,רמי לוי,ירושלים,ירושלים,בית וגן,מטבח,סיר נירוסטה,4,126.65,0.15,506.6,159.06,31.4
IL-08971,2024-09-06,2024,9,שישי,סתיו,,ויקטורי,אשדוד,דרום,מזון ומשקאות,משקאות,מים נביעות 6פ',3,14.9,0.0,44.7,7.51,16.8
IL-08972,2023-03-20,2023,3,שני,אביב,,חצי חינם,פתח תקווה,מרכז,ביגוד והנעלה,אביזרים,ארנק עור,4,119.2,0.2,476.8,176.1,36.9
IL-08973,2022-10-16,2022,10,ראשון,סתיו,שמחת תורה,חצי חינם,חולון,מרכז,בית וגן,ניקיון,מגב רצפה,7,55.57,0.05,388.99,101.28,26.0
IL-08974,2024-09-01,2024,9,ראשון,סתיו,,מגה,נהריה,צפון,בית וגן,ניקיון,שואב אבק,6,399.0,0.0,2394.0,633.65,26.5
IL-08975,2023-01-17,2023,1,שלישי,חורף,,שופרסל,בני ברק,מרכז,ביגוד והנעלה,אביזרים,כובע קיץ,3,65.55,0.05,196.65,69.3,35.2
IL-08976,2024-11-06,2024,11,רביעי,חורף,,חצי חינם,נצרת,צפון,מזון ומשקאות,פירות וירקות,"תפוחים ק""ג",6,11.3,0.05,67.8,8.79,13.0
IL-08977,2023-08-09,2023,8,רביעי,קיץ,,מגה,בית שמש,ירושלים,בריאות ויופי,היגיינה,משחת שיניים,8,13.41,0.1,107.28,31.15,29.0
IL-08978,2024-02-01,2024,2,חמישי,חורף,,מגה,בית שמש,ירושלים,ביגוד והנעלה,גברים,תחתון כותנה,3,39.0,0.0,117.0,43.49,37.2
IL-08979,2022-10-09,2022,10,ראשון,סתיו,סוכות,יינות ביתן,חיפה,צפון,אלקטרוניקה,אוזניות,Sony WH-1000,3,1150.72,0.2,3452.16,630.24,18.3
IL-08980,2024-01-14,2024,1,ראשון,חורף,,ויקטורי,ראשון לציון,מרכז,ביגוד והנעלה,נשים,שמלת קיץ,8,149.0,0.0,1192.0,355.85,29.9
IL-08981,2023-10-31,2023,10,שלישי,סתיו,,שופרסל,ראשון לציון,מרכז,בריאות ויופי,ויטמינים,מגנזיום,7,49.0,0.0,343.0,100.2,29.2
IL-08982,2023-06-16,2023,6,שישי,קיץ,,שופרסל,באר שבע,דרום,ביגוד והנעלה,ילדים,כובע ספורט,8,41.65,0.15,333.2,111.58,33.5
IL-08983,2024-09-20,2024,9,שישי,סתיו,,מגה,חיפה,צפון,בית וגן,ניקיון,סבון כלים Fairy,8,10.96,0.15,87.68,24.36,27.8
IL-08984,2022-06-08,2022,6,רביעי,קיץ,,רמי לוי,תל אביב,מרכז,מזון ומשקאות,חטיפים,דיאגו,8,7.92,0.2,63.36,11.19,17.7
IL-08985,2023-01-02,2023,1,שני,חורף,,ויקטורי,חיפה,צפון,בריאות ויופי,ויטמינים,ויטמין C 1000,7,33.15,0.15,232.05,75.91,32.7
IL-08986,2024-11-01,2024,11,שישי,חורף,,יינות ביתן,אשקלון,דרום,בית וגן,ניקיון,שואב אבק,5,339.15,0.15,1695.75,432.04,25.5
IL-08987,2022-12-24,2022,12,שבת,חורף,,חצי חינם,ירושלים,ירושלים,מזון ומשקאות,משקאות,מים נביעות 6פ',8,13.41,0.1,107.28,13.58,12.7
IL-08988,2023-08-30,2023,8,רביעי,קיץ,,רמי לוי,בית שמש,ירושלים,אלקטרוניקה,טלפונים,Samsung Galaxy,4,2799.0,0.0,11196.0,1897.02,16.9
IL-08989,2024-12-24,2024,12,שלישי,חורף,,ויקטורי,אשדוד,דרום,ביגוד והנעלה,גברים,מכנסי ג'ינס,4,199.0,0.0,796.0,286.36,36.0
IL-08990,2022-09-29,2022,9,חמישי,סתיו,,מגה,ראשון לציון,מרכז,מזון ומשקאות,משקאות,קוקה קולה 1.5L,3,6.71,0.15,20.13,2.77,13.8
IL-08991,2024-10-24,2024,10,חמישי,סתיו,,ויקטורי,באר שבע,דרום,בריאות ויופי,תרופות OTC,וויקס,7,21.16,0.15,148.12,52.77,35.6
IL-08992,2024-11-08,2024,11,שישי,חורף,,מגה,בית שמש,ירושלים,מזון ומשקאות,משקאות,מים נביעות 6פ',7,11.92,0.2,83.44,9.95,11.9
IL-08993,2024-04-19,2024,4,שישי,אביב,,שופרסל,אשקלון,דרום,מזון ומשקאות,פירות וירקות,"עגבניות ק""ג",6,7.11,0.1,42.66,7.22,16.9
IL-08994,2023-05-01,2023,5,שני,אביב,,ויקטורי,נהריה,צפון,בית וגן,מטבח,סיר נירוסטה,6,149.0,0.0,894.0,274.67,30.7
IL-08995,2022-12-04,2022,12,ראשון,חורף,,ויקטורי,פתח תקווה,מרכז,ביגוד והנעלה,גברים,תחתון כותנה,3,39.0,0.0,117.0,38.47,32.9
IL-08996,2024-03-01,2024,3,שישי,אביב,,מגה,הרצליה,שרון,ביגוד והנעלה,נשים,מכנסי ספורט,6,109.65,0.15,657.9,273.88,41.6
IL-08997,2024-09-22,2024,9,ראשון,סתיו,,ויקטורי,נצרת,צפון,אלקטרוניקה,אוזניות,AirPods,7,629.1,0.1,4403.7,835.87,19.0
IL-08998,2023-05-04,2023,5,חמישי,אביב,,שופרסל,פתח תקווה,מרכז,אלקטרוניקה,מחשבים,MacBook Air,2,5499.0,0.0,10998.0,1704.1,15.5
IL-08999,2023-03-15,2023,3,רביעי,אביב,,שופרסל,באר שבע,דרום,בריאות ויופי,תרופות OTC,אקמול 500מג,3,18.9,0.0,56.7,20.96,37.0
IL-09000,2023-07-24,2023,7,שני,קיץ,,יינות ביתן,נהריה,צפון,מזון ומשקאות,מוצרי חלב,יוגורט דנונה,5,4.27,0.05,21.35,3.89,18.2
IL-09001,2023-10-08,2023,10,ראשון,סתיו,,מגה,נתניה,שרון,ביגוד והנעלה,הנעלה,נעלי עבודה,8,279.0,0.0,2232.0,778.99,34.9
IL-09002,2023-08-18,2023,8,שישי,קיץ,,חצי חינם,באר שבע,דרום,אלקטרוניקה,מחשבים,טאבלט iPad,3,2499.0,0.0,7497.0,1236.18,16.5
IL-09003,2022-05-20,2022,5,שישי,אביב,,רמי לוי,חולון,מרכז,מזון ומשקאות,חטיפים,דיאגו,4,9.4,0.05,37.6,4.32,11.5
IL-09004,2024-03-10,2024,3,ראשון,אביב,,חצי חינם,נהריה,צפון,ביגוד והנעלה,אביזרים,ארנק עור,4,149.0,0.0,596.0,221.38,37.1
IL-09005,2024-12-09,2024,12,שני,חורף,,ויקטורי,בני ברק,מרכז,בריאות ויופי,ויטמינים,ויטמין C 1000,3,35.1,0.1,105.3,37.73,35.8
IL-09006,2024-07-17,2024,7,רביעי,קיץ,,מגה,הרצליה,שרון,בריאות ויופי,היגיינה,דאודורנט Rexona,7,19.9,0.0,139.3,46.96,33.7
IL-09007,2024-08-29,2024,8,חמישי,קיץ,,חצי חינם,ראשון לציון,מרכז,אלקטרוניקה,טלוויזיות,"Samsung 55""",3,2799.0,0.0,8397.0,1537.09,18.3
IL-09008,2023-09-05,2023,9,שלישי,סתיו,,יינות ביתן,בית שמש,ירושלים,בריאות ויופי,היגיינה,דאודורנט Rexona,1,17.91,0.1,17.91,6.54,36.5
IL-09009,2022-05-06,2022,5,שישי,אביב,,ויקטורי,בית שמש,ירושלים,מזון ומשקאות,חטיפים,במבה,8,5.31,0.1,42.48,4.7,11.1
IL-09010,2023-02-11,2023,2,שבת,חורף,,ויקטורי,נתניה,שרון,אלקטרוניקה,טלוויזיות,"LG 50""",7,1954.15,0.15,13679.05,2885.29,21.1
