כמות,מחיר_יחידה,הנחה_אחוז,month,day_of_week_num,is_holiday,is_weekend,קטגוריה_enc,רשת_enc,אזור_enc,עונה_enc,is_high_profit
2,251.1,0.1,3,2,0,0,1,2,0,0,1
2,21.46,0.2,4,1,1,0,3,0,3,0,1
2,14.9,0.0,8,1,0,0,3,2,4,3,1
6,9.9,0.0,7,0,0,0,4,0,1,3,0
6,12.25,0.05,8,0,0,0,4,5,3,3,0
6,399.0,0.0,10,0,0,0,2,0,4,2,1
8,2239.2,0.2,10,3,0,0,0,3,0,2,0
6,134.1,0.1,10,6,0,0,1,0,1,2,1
3,899.0,0.0,4,0,0,0,0,1,2,0,0
7,24.9,0.0,11,0,0,0,3,3,4,1,1
4,41.65,0.15,10,0,0,0,3,4,1,2,1
6,2999.0,0.0,5,1,0,0,0,3,0,0,0
2,719.2,0.2,2,0,0,0,0,1,2,1,0
5,1234.05,0.05,8,4,0,1,0,5,3,3,0
8,89.0,0.0,1,4,0,1,2,3,2,1,1
2,19.28,0.1,12,0,1,0,4,2,2,1,0
6,254.15,0.15,4,6,0,0,0,4,3,0,0
6,3399.15,0.15,12,4,0,1,0,3,4,1,0
8,49.0,0.0,10,4,0,1,3,5,2,2,1
7,129.0,0.0,2,5,0,1,2,2,2,1,1
1,189.05,0.05,9,1,0,0,1,0,1,2,1
6,79.0,0.0,9,1,0,0,1,4,3,2,1
6,19.9,0.0,6,6,0,0,3,5,3,3,1
6,699.0,0.0,6,3,0,0,0,1,3,3,0
1,69.0,0.0,11,0,0,0,1,4,1,1,1
7,69.0,0.0,5,2,0,0,2,5,4,0,0
8,126.65,0.15,8,0,0,0,1,3,2,3,1
7,11.61,0.1,12,6,0,0,4,4,4,1,0
5,6.9,0.0,7,4,0,1,4,0,2,3,0
2,14.9,0.0,7,4,0,1,4,3,2,3,0
2,16.91,0.15,1,2,0,0,3,5,3,1,1
6,24.9,0.0,9,1,0,0,4,3,4,2,0
4,44.1,0.1,7,3,0,0,1,1,3,3,1
8,89.0,0.0,9,0,0,0,2,4,4,2,1
5,6.9,0.0,3,0,0,0,4,1,1,0,0
3,39.2,0.2,12,6,0,0,2,5,3,1,0
1,11.92,0.2,2,6,0,0,3,5,0,1,1
1,119.0,0.0,10,6,0,0,1,0,0,2,1
6,84.15,0.15,2,0,0,0,2,5,0,1,0
2,19.92,0.2,9,0,0,0,3,2,0,2,1
3,3799.05,0.05,11,6,0,0,0,4,3,1,0
3,2799.0,0.0,2,1,0,0,0,1,2,1,0
5,23.92,0.2,10,6,0,0,3,0,2,2,1
1,99.0,0.0,3,3,0,0,2,1,2,0,1
3,664.05,0.05,8,3,0,0,0,3,2,3,0
4,39.2,0.2,2,6,0,0,0,3,2,1,0
6,7.12,0.2,9,0,0,0,4,3,4,2,0
8,39.0,0.0,2,5,0,1,3,5,0,1,1
4,24.9,0.0,1,6,0,0,4,3,0,1,0
2,8.42,0.15,3,6,0,0,4,5,2,0,0
1,24.65,0.15,2,1,0,0,2,3,1,1,0
1,89.0,0.0,11,3,0,0,1,3,0,1,1
4,62.1,0.1,4,3,0,0,3,2,2,0,1
4,26.1,0.1,6,4,0,1,2,3,2,3,1
3,73.5,0.0,10,0,1,0,1,2,4,2,1
6,149.0,0.0,10,0,0,0,2,1,2,2,1
6,149.0,0.0,7,6,0,0,2,0,3,3,0
4,17.91,0.1,7,4,0,1,3,2,2,3,1
2,126.65,0.15,4,0,0,0,2,3,1,0,0
4,3399.15,0.15,1,4,0,1,0,4,2,1,0
2,699.0,0.0,11,4,0,1,0,3,3,1,0
5,107.1,0.1,3,3,0,0,1,3,4,0,1
4,44.1,0.1,11,6,0,0,0,1,3,1,0
1,71.1,0.1,9,6,0,0,1,4,1,2,1
2,699.0,0.0,1,6,0,0,0,1,1,1,0
1,159.2,0.2,5,1,0,0,1,4,3,0,1
5,84.55,0.05,6,1,0,0,3,1,3,3,1
1,359.1,0.1,7,3,0,0,1,0,1,3,1
3,18.75,0.0,4,2,1,0,4,5,0,0,0
2,79.2,0.2,3,0,0,0,1,3,3,0,1
3,2699.1,0.1,5,6,0,0,0,2,3,0,0
3,36.95,0.05,12,4,0,1,4,3,4,1,0
5,59.0,0.0,4,1,0,0,2,4,0,0,0
1,24.9,0.0,10,1,0,0,4,0,2,2,0
8,379.05,0.05,10,6,0,0,2,2,2,2,1
6,6.32,0.2,10,0,0,0,4,5,0,2,0
3,49.0,0.0,7,0,0,0,2,4,2,3,0
6,574.56,0.2,12,6,1,0,2,1,0,1,1
7,6.0,0.2,7,2,0,0,4,2,1,3,0
3,39.0,0.0,11,3,0,0,3,5,3,1,1
8,71.1,0.1,7,0,0,0,1,3,1,3,1
3,2799.0,0.0,8,0,0,0,0,1,1,3,0
4,12.9,0.0,11,1,0,0,4,3,1,1,0
6,24.9,0.0,12,6,0,0,3,2,1,1,1
7,359.1,0.1,9,4,0,1,2,2,0,2,0
2,8.42,0.15,3,2,0,0,4,2,0,0,0
2,149.0,0.0,8,4,0,1,2,1,3,3,1
3,18.9,0.0,4,2,0,0,3,5,0,0,1
7,11.9,0.0,7,2,0,0,4,3,1,3,0
8,2999.0,0.0,7,1,0,0,0,3,2,3,0
7,97.02,0.1,9,6,1,0,3,2,3,2,1
5,149.0,0.0,6,2,0,0,1,2,0,3,1
4,15.92,0.2,6,2,0,0,3,1,2,3,1
1,149.0,0.0,4,3,0,0,1,3,0,0,1
4,12.09,0.15,12,1,1,0,4,0,3,1,0
7,29.0,0.0,4,5,0,1,2,4,0,0,0
4,44.0,0.0,11,3,0,0,3,0,3,1,1
2,149.0,0.0,12,1,0,0,1,4,2,1,1
6,3399.15,0.15,7,4,0,1,0,3,0,3,0
2,1349.1,0.1,6,3,0,0,0,0,2,3,0
2,11.92,0.2,4,4,0,1,3,2,0,0,1
1,179.1,0.1,9,0,0,0,1,5,0,2,1
5,237.15,0.15,6,6,0,0,1,4,0,3,1
5,399.0,0.0,11,6,0,0,2,1,3,1,1
6,339.15,0.15,1,1,0,0,1,0,2,1,1
7,149.0,0.0,1,6,0,0,0,3,2,1,0
8,6.9,0.0,8,2,0,0,4,3,2,3,0
7,134.1,0.1,7,4,0,1,0,3,2,3,0
3,2299.0,0.0,11,3,0,0,0,1,0,1,0
3,18.9,0.0,7,2,0,0,3,1,3,3,1
1,116.1,0.1,2,0,0,0,1,5,1,1,1
1,11.68,0.1,9,3,1,0,4,4,2,2,0
6,35.1,0.1,6,0,0,0,1,4,0,3,1
2,141.55,0.05,6,2,0,0,1,0,2,3,1
8,1299.0,0.0,12,1,0,0,0,4,4,1,0
8,89.0,0.0,12,1,0,0,1,5,1,1,1
8,2799.0,0.0,8,3,0,0,0,3,2,3,0
4,149.0,0.0,3,0,0,0,1,5,0,0,1
7,279.0,0.0,1,6,0,0,1,4,2,1,1
2,7.5,0.0,6,6,0,0,4,3,0,3,0
5,80.1,0.1,1,0,0,0,2,2,2,1,1
5,2799.0,0.0,4,2,0,0,0,0,0,0,0
5,7.57,0.15,2,6,0,0,4,2,3,1,0
6,279.0,0.0,8,0,0,0,1,5,2,3,1
5,14.15,0.05,2,4,0,1,4,0,1,1,0
3,71.1,0.1,2,6,0,0,1,5,1,1,1
6,75.65,0.15,10,2,0,0,1,4,2,2,1
4,37.4,0.15,1,2,0,0,3,1,4,1,1
6,179.1,0.1,6,3,0,0,1,0,3,3,1
8,149.0,0.0,5,6,0,0,1,4,0,0,1
3,89.0,0.0,3,0,0,0,2,5,2,0,1
5,14.15,0.05,6,0,0,0,4,3,1,3,0
2,84.55,0.05,10,6,0,0,2,5,2,2,0
5,8.01,0.1,2,2,0,0,4,0,2,1,0
3,14.15,0.05,8,2,0,0,4,5,2,3,0
2,2799.0,0.0,4,4,0,1,0,3,4,0,0
7,75.05,0.05,4,3,0,0,1,1,2,0,0
8,41.65,0.15,5,0,0,0,2,1,3,0,1
7,1104.15,0.15,9,1,0,0,0,0,1,2,0
3,2849.05,0.05,2,4,0,1,0,5,2,1,0
7,12.9,0.0,7,0,0,0,2,4,2,3,0
6,89.0,0.0,8,3,0,0,1,2,4,3,1
7,339.15,0.15,9,6,0,0,1,0,0,2,1
6,12.66,0.15,3,6,0,0,3,4,0,0,1
3,80.1,0.1,11,4,0,1,2,5,1,1,1
7,4.27,0.05,4,6,0,0,4,3,2,0,0
4,89.0,0.0,5,1,0,0,3,3,0,0,1
6,19.92,0.2,11,2,0,0,3,2,3,1,1
4,7.5,0.0,3,2,0,0,4,2,1,0,0
1,6.9,0.0,9,6,0,0,4,1,0,2,0
6,2124.15,0.15,8,6,0,0,0,5,2,3,0
3,149.0,0.0,11,2,0,0,0,5,0,1,0
4,3999.0,0.0,8,4,0,1,0,4,2,3,0
2,25.41,0.15,11,4,0,1,3,4,2,1,1
8,35.2,0.2,9,5,0,1,3,2,0,2,1
8,80.1,0.1,5,6,0,0,2,1,3,0,1
7,69.0,0.0,8,4,0,1,3,0,1,3,1
6,49.0,0.0,8,3,0,0,3,4,2,3,1
7,149.0,0.0,2,6,0,0,1,0,1,1,1
5,19.92,0.2,2,3,0,0,4,2,1,1,0
2,149.0,0.0,6,1,0,0,0,5,2,3,0
4,26.91,0.1,3,4,0,1,3,5,2,0,1
8,17.01,0.1,9,5,0,1,3,5,4,2,1
1,55.2,0.2,11,3,0,0,1,0,2,1,1
3,2519.1,0.1,8,2,0,0,0,4,2,3,0
5,11.92,0.2,1,3,0,0,3,1,2,1,0
4,12.66,0.15,8,2,0,0,4,0,0,3,0
6,31.2,0.2,4,1,0,0,1,4,0,0,1
4,53.1,0.1,8,1,0,0,2,1,4,3,1
8,12.66,0.15,8,0,0,0,4,0,2,3,0
2,58.65,0.15,11,1,0,0,1,0,2,1,1
6,89.0,0.0,10,1,0,0,3,3,2,2,1
2,84.55,0.05,6,6,0,0,2,3,2,3,0
5,319.2,0.2,8,3,0,0,2,3,0,3,0
1,18.9,0.0,1,2,0,0,3,1,2,1,1
6,89.1,0.1,7,1,0,0,1,2,1,3,1
7,12.9,0.0,6,3,0,0,4,5,4,3,0
7,80.1,0.1,9,1,0,0,1,1,2,2,1
1,11.61,0.1,11,2,0,0,4,2,3,1,0
4,719.2,0.2,8,6,0,0,0,4,4,3,0
3,12.25,0.05,6,4,0,1,2,0,1,3,1
5,39.2,0.2,7,3,0,0,3,2,1,3,1
4,6.9,0.0,7,1,0,0,4,2,2,3,0
1,33.06,0.15,10,4,0,1,4,0,0,2,0
1,12.9,0.0,6,3,0,0,4,4,3,3,0
2,1274.15,0.15,11,0,0,0,0,5,2,1,0
2,239.2,0.2,9,6,0,0,0,2,4,2,0
5,44.0,0.0,8,1,0,0,3,0,2,3,1
1,239.2,0.2,11,4,0,1,0,0,3,1,0
4,49.0,0.0,2,6,0,0,3,5,4,1,1
6,38.9,0.0,7,4,0,1,4,5,1,3,0
8,6.0,0.2,6,0,0,0,4,1,2,3,0
7,6.71,0.15,3,3,0,0,4,0,4,0,0
3,159.2,0.2,4,2,0,0,1,1,3,0,1
2,44.1,0.1,3,5,0,1,0,0,3,0,0
3,44.0,0.0,8,4,0,1,3,0,3,3,1
8,52.9,0.0,7,6,0,0,4,3,2,3,0
2,1424.05,0.05,2,0,0,0,0,0,0,1,0
8,25.41,0.15,1,6,0,0,3,3,0,1,1
1,10.96,0.15,11,5,0,1,4,2,2,1,0
3,399.0,0.0,3,6,0,0,2,2,1,0,1
5,41.65,0.15,1,6,0,0,3,2,0,1,1
8,99.0,0.0,4,4,0,1,2,3,0,0,1
7,159.2,0.2,11,1,0,0,1,0,4,1,1
7,141.55,0.05,7,0,0,0,2,1,2,3,1
2,149.0,0.0,7,4,0,1,2,3,2,3,1
1,3.82,0.15,3,0,0,0,4,0,4,0,0
7,46.55,0.05,11,3,0,0,3,2,0,1,1
6,299.0,0.0,1,0,0,0,0,0,0,1,0
4,38.9,0.0,12,4,0,1,4,0,3,1,0
1,11.92,0.2,12,2,0,0,3,2,4,1,1
4,35.2,0.2,11,4,0,1,3,5,1,1,1
3,629.1,0.1,1,4,0,1,0,3,4,1,0
4,4.5,0.0,3,1,0,0,4,5,2,0,0
1,38.9,0.0,3,1,0,0,4,2,2,0,0
1,69.0,0.0,9,0,0,0,1,0,4,2,1
1,29.0,0.0,9,4,0,1,2,3,2,2,0
1,62.1,0.1,12,4,0,1,2,2,3,1,0
7,14.9,0.0,10,3,0,0,3,0,0,2,1
4,19.92,0.2,3,1,0,0,3,5,3,0,1
3,46.55,0.05,12,2,0,0,3,3,1,1,1
8,2299.0,0.0,4,0,0,0,0,0,2,0,0
7,75.65,0.15,7,6,0,0,2,1,4,3,0
2,1299.0,0.0,9,1,0,0,0,1,4,2,0
2,37.4,0.15,7,2,0,0,3,2,0,3,1
3,719.2,0.2,6,1,0,0,0,1,2,3,0
6,5.9,0.0,8,6,0,0,4,3,2,3,0
2,809.1,0.1,3,4,0,1,0,0,1,0,0
6,23.2,0.2,12,4,0,1,2,0,0,1,1
4,22.41,0.1,2,0,0,0,3,4,2,1,1
3,199.0,0.0,8,4,0,1,1,0,2,3,1
3,26.91,0.1,7,2,0,0,3,3,2,3,1
3,52.9,0.0,6,4,0,1,4,3,4,3,0
3,899.0,0.0,8,4,0,1,0,0,3,3,0
1,1499.0,0.0,9,4,0,1,0,4,4,2,0
5,223.2,0.2,9,1,0,0,1,3,1,2,1
6,7.9,0.0,5,3,0,0,4,4,0,0,0
4,11.9,0.0,3,6,0,0,4,0,3,0,0
5,23.65,0.05,8,6,0,0,3,5,3,3,1
6,69.0,0.0,7,1,0,0,2,5,1,3,0
7,899.0,0.0,12,3,0,0,0,1,1,1,0
1,18.9,0.0,5,6,0,0,3,1,2,0,1
1,63.2,0.2,7,3,0,0,1,2,0,3,1
8,2799.0,0.0,12,3,0,0,0,0,1,1,0
3,2999.0,0.0,10,0,0,0,0,0,1,2,0
4,80.1,0.1,7,4,0,1,3,2,1,3,1
4,126.65,0.15,2,0,0,0,2,4,1,1,1
3,14.9,0.0,9,4,0,1,4,0,0,2,0
4,119.2,0.2,3,0,0,0,1,1,2,0,1
7,55.57,0.05,10,6,1,0,2,1,2,2,0
6,399.0,0.0,9,6,0,0,2,3,3,2,0
3,65.55,0.05,1,1,0,0,1,5,2,1,1
6,11.3,0.05,11,2,0,0,4,1,3,1,0
8,13.41,0.1,8,2,0,0,3,3,1,3,1
3,39.0,0.0,2,3,0,0,1,3,1,1,1
3,1150.72,0.2,10,6,1,0,0,2,3,2,0
8,149.0,0.0,1,6,0,0,1,0,2,1,1
7,49.0,0.0,10,1,0,0,3,5,2,2,1
8,41.65,0.15,6,4,0,1,1,5,0,3,1
8,10.96,0.15,9,4,0,1,2,3,3,2,1
8,7.92,0.2,6,2,0,0,4,4,2,3,0
7,33.15,0.15,1,0,0,0,3,0,3,1,1
5,339.15,0.15,11,4,0,1,2,2,0,1,0
8,13.41,0.1,12,5,0,1,4,1,1,1,0
4,2799.0,0.0,8,2,0,0,0,4,1,3,0
4,199.0,0.0,12,1,0,0,1,0,0,1,1
3,6.71,0.15,9,3,0,0,4,3,2,2,0
7,21.16,0.15,10,3,0,0,3,0,0,2,1
7,11.92,0.2,11,4,0,1,4,3,1,1,0
6,7.11,0.1,4,4,0,1,4,5,0,0,0
6,149.0,0.0,5,0,0,0,2,0,3,0,1
3,39.0,0.0,12,6,0,0,1,0,2,1,1
6,109.65,0.15,3,4,0,1,1,3,4,0,1
7,629.1,0.1,9,6,0,0,0,0,3,2,0
2,5499.0,0.0,5,3,0,0,0,5,2,0,0
3,18.9,0.0,3,2,0,0,3,5,0,0,1
5,4.27,0.05,7,0,0,0,4,2,3,3,0
8,279.0,0.0,10,6,0,0,1,3,4,2,1
3,2499.0,0.0,8,4,0,1,0,1,0,3,0
4,9.4,0.05,5,4,0,1,4,4,2,0,0
4,149.0,0.0,3,6,0,0,1,1,3,0,1
3,35.1,0.1,12,0,0,0,3,0,2,1,1
7,19.9,0.0,7,2,0,0,3,3,4,3,1
3,2799.0,0.0,8,3,0,0,0,1,2,3,0
1,17.91,0.1,9,1,0,0,3,2,1,2,1
8,5.31,0.1,5,4,0,1,4,0,1,0,0
7,1954.15,0.15,2,5,0,1,0,0,4,1,0
5,70.2,0.0,12,2,1,0,3,2,4,1,1
5,7.12,0.2,9,4,0,1,4,4,1,2,0
5,44.1,0.1,10,4,0,1,3,5,0,2,1
2,8.42,0.15,5,4,0,1,4,2,0,0,0
6,6.38,0.15,6,0,0,0,4,4,2,3,0
4,28.4,0.05,7,6,0,0,3,1,2,3,1
4,84.55,0.05,10,4,0,1,2,5,2,2,0
6,39.0,0.0,1,0,0,0,2,2,2,1,0
7,2999.0,0.0,4,3,0,0,0,5,0,0,0
5,29.0,0.0,9,6,0,0,2,3,2,2,1
1,119.2,0.2,6,5,0,1,1,0,2,3,1
8,67.15,0.15,4,4,0,1,1,1,3,0,1
6,1349.1,0.1,6,6,0,0,0,0,4,3,0
5,4.72,0.2,12,0,0,0,4,4,3,1,0
3,89.0,0.0,11,3,0,0,2,2,3,1,0
6,13.41,0.1,2,6,0,0,4,4,2,1,0
4,89.0,0.0,10,3,0,0,0,2,3,2,0
6,94.05,0.05,9,2,0,0,1,5,3,2,1
3,319.2,0.2,7,3,0,0,2,5,4,3,0
8,49.0,0.0,9,3,0,0,1,1,2,2,1
7,2239.2,0.2,6,6,0,0,0,5,2,3,0
3,14.15,0.05,12,5,0,1,4,5,2,1,0
5,122.55,0.05,8,1,0,0,2,2,1,3,1
2,71.2,0.2,12,2,0,0,3,3,2,1,1
6,13.41,0.1,1,2,0,0,4,2,0,1,0
8,2499.0,0.0,9,0,0,0,0,0,2,2,0
7,6.9,0.0,3,5,0,1,4,1,3,0,0
8,6.0,0.2,1,4,0,1,4,1,2,1,0
4,14.15,0.05,11,1,0,0,3,2,4,1,1
1,65.55,0.05,4,6,0,0,1,1,4,0,1
2,22.41,0.1,10,1,0,0,3,1,3,2,1
4,129.0,0.0,4,0,0,0,1,1,0,0,1
2,3599.1,0.1,11,1,0,0,0,5,0,1,0
3,6.9,0.0,8,4,0,1,4,1,2,3,0
3,2499.0,0.0,9,0,0,0,0,3,2,2,0
1,399.0,0.0,4,3,0,0,1,1,3,0,1
2,149.0,0.0,5,6,0,0,2,5,1,0,0
6,809.1,0.1,8,1,0,0,0,2,4,3,0
1,103.2,0.2,7,6,0,0,2,5,0,3,0
6,14.15,0.05,3,3,0,0,4,3,1,0,0
2,2659.05,0.05,5,2,0,0,0,5,0,0,0
5,7.12,0.2,2,3,0,0,4,3,2,1,0
8,1999.2,0.2,11,1,0,0,0,0,2,1,0
2,75.65,0.15,5,3,0,0,1,1,4,0,1
7,179.1,0.1,6,6,0,0,1,1,0,3,1
2,149.0,0.0,5,2,0,0,2,0,1,0,1
1,79.2,0.2,12,1,0,0,1,2,0,1,1
5,14.9,0.0,1,4,0,1,4,1,4,1,0
8,149.0,0.0,7,4,0,1,2,3,3,3,1
6,2399.2,0.2,11,1,0,0,0,4,0,1,0
3,103.2,0.2,4,6,0,0,2,0,2,0,1
2,79.0,0.0,3,6,0,0,1,4,0,0,1
8,35.1,0.1,7,3,0,0,2,0,2,3,0
1,4.5,0.0,5,0,0,0,4,0,4,0,0
7,18.9,0.0,2,1,0,0,3,3,4,1,1
4,89.0,0.0,7,1,0,0,0,2,3,3,0
3,36.95,0.05,11,2,0,0,4,2,0,1,0
6,21.16,0.15,3,3,0,0,4,4,4,0,0
8,7.9,0.0,12,2,0,0,4,2,0,1,0
4,89.0,0.0,10,3,0,0,2,3,0,2,0
8,69.0,0.0,11,4,0,1,3,4,4,1,1
6,29.0,0.0,7,6,0,0,2,3,2,3,1
6,16.06,0.15,8,3,0,0,3,4,0,3,1
4,29.9,0.0,9,6,0,0,3,5,4,2,1
2,947.62,0.05,4,4,1,1,1,3,0,0,1
1,141.55,0.05,7,0,0,0,2,4,2,3,1
8,52.9,0.0,1,3,0,0,4,0,2,1,0
1,1349.1,0.1,1,3,0,0,0,2,3,1,0
6,2184.05,0.05,11,2,0,0,0,0,4,1,0
7,44.0,0.0,2,1,0,0,3,5,2,1,1
3,4.05,0.1,1,6,0,0,4,0,1,1,0
7,11.9,0.0,9,4,0,1,4,5,4,2,0
8,1499.0,0.0,3,6,0,0,0,2,1,0,0
5,53.1,0.1,4,0,0,0,2,1,2,0,1
2,39.6,0.1,10,0,0,0,3,1,3,2,1
7,26.1,0.1,4,6,0,0,2,1,2,0,1
7,49.0,0.0,6,0,0,0,1,3,2,3,1
3,29.0,0.0,12,2,0,0,2,5,2,1,0
6,6.21,0.1,12,0,0,0,4,4,3,1,0
7,41.65,0.15,5,6,0,0,3,1,0,0,1
1,80.1,0.1,5,4,0,1,1,1,2,0,1
4,149.0,0.0,11,1,0,0,1,4,1,1,1
4,2299.0,0.0,1,1,0,0,0,1,3,1,0
2,2249.1,0.1,4,3,0,0,0,2,3,0,0
1,149.0,0.0,8,2,0,0,2,0,2,3,1
7,7.9,0.0,8,6,0,0,4,4,2,3,0
8,75.65,0.15,10,3,0,0,2,3,2,2,1
1,18.9,0.0,5,0,0,0,3,3,3,0,1
3,2549.15,0.15,2,1,0,0,0,5,4,1,0
1,14.9,0.0,8,0,0,0,3,2,2,3,1
6,58.65,0.15,7,0,0,0,3,4,0,3,0
5,12.9,0.0,6,3,0,0,2,4,3,3,0
5,9.4,0.05,5,5,0,1,4,0,1,0,0
7,69.0,0.0,7,4,0,1,3,1,1,3,0
2,12.9,0.0,6,2,0,0,4,0,2,3,0
1,5.52,0.2,11,3,0,0,4,1,3,1,0
7,89.0,0.0,11,1,0,0,0,4,0,1,0
7,26.1,0.1,5,1,0,0,2,2,2,0,1
2,379.05,0.05,5,2,0,0,2,0,2,0,1
1,339.15,0.15,11,6,0,0,2,1,0,1,1
8,31.2,0.2,10,4,0,1,2,1,0,2,0
8,27.55,0.05,8,3,0,0,2,2,4,3,0
4,33.15,0.15,10,1,0,0,2,0,3,2,0
7,80.1,0.1,11,0,0,0,2,5,2,1,0
4,2519.1,0.1,9,4,0,1,0,1,2,2,0
3,37.05,0.05,5,4,0,1,1,0,2,0,1
1,141.55,0.05,10,4,0,1,2,2,3,2,0
1,101.15,0.15,5,4,0,1,1,2,0,0,1
2,59.0,0.0,1,6,0,0,2,5,2,1,0
3,104.88,0.2,3,3,1,0,1,1,2,0,1
6,2499.0,0.0,11,2,0,0,0,5,3,1,0
4,1424.05,0.05,10,6,0,0,0,2,1,2,0
1,23.65,0.05,3,0,0,0,3,2,3,0,1
5,24.9,0.0,9,6,0,0,4,1,2,2,0
5,4.72,0.2,9,2,0,0,4,2,2,2,0
7,14.15,0.05,7,4,0,1,3,1,2,3,1
6,319.2,0.2,9,0,0,0,2,1,2,2,1
1,2069.1,0.1,2,0,0,0,0,3,2,1,0
3,2299.0,0.0,5,0,0,0,0,0,2,0,0
8,129.0,0.0,1,6,0,0,2,2,3,1,1
6,2399.2,0.2,6,0,0,0,0,1,4,3,0
2,4.05,0.1,3,1,0,0,4,0,1,0,0
3,126.65,0.15,8,1,0,0,1,3,2,3,1
3,18.9,0.0,4,6,0,0,3,5,3,0,1
6,39.0,0.0,5,4,0,1,3,2,2,0,0
2,65.55,0.05,1,3,0,0,2,3,4,1,1
5,84.55,0.05,5,2,0,0,2,5,2,0,0
7,14.15,0.05,6,4,0,1,3,3,1,3,0
4,2519.1,0.1,2,2,0,0,0,1,2,1,0
1,49.0,0.0,4,1,0,0,3,3,0,0,1
3,71.2,0.2,7,2,0,0,1,3,4,3,1
2,4.27,0.05,10,3,0,0,4,1,4,2,0
7,319.2,0.2,6,4,0,1,2,5,3,3,0
2,14.9,0.0,9,0,0,0,4,2,3,2,0
6,89.0,0.0,7,2,0,0,1,0,3,3,1
5,24.9,0.0,12,6,0,0,3,5,4,1,1
7,29.9,0.0,12,3,0,0,3,5,0,1,1
2,159.2,0.2,11,4,0,1,1,1,3,1,1
5,6.21,0.1,2,3,0,0,4,0,2,1,0
5,71.2,0.2,8,0,0,0,2,4,4,3,1
2,36.95,0.05,7,2,0,0,4,4,3,3,0
3,5499.0,0.0,3,3,0,0,0,2,2,0,0
2,149.0,0.0,3,0,0,0,2,2,2,0,0
4,18.9,0.0,12,0,0,0,3,3,0,1,1
4,75.65,0.15,2,3,0,0,0,4,1,1,0
2,11.3,0.05,12,3,0,0,4,3,2,1,0
8,35.1,0.1,7,2,0,0,3,5,1,3,1
4,89.0,0.0,6,4,0,1,0,0,2,3,0
4,5499.0,0.0,10,1,0,0,0,5,3,2,0
8,109.65,0.15,2,6,0,0,2,3,2,1,1
1,286.56,0.1,10,6,1,0,1,3,0,2,1
7,11.61,0.1,6,6,0,0,2,3,2,3,1
3,69.0,0.0,12,1,0,0,3,1,3,1,1
4,2659.05,0.05,8,1,0,0,0,2,1,3,0
8,29.0,0.0,1,6,0,0,2,2,2,1,1
5,2999.0,0.0,10,0,0,0,0,4,0,2,0
2,49.0,0.0,6,2,0,0,3,0,2,3,1
8,63.2,0.2,11,2,0,0,1,5,2,1,1
5,14.15,0.05,7,4,0,1,3,3,3,3,1
4,39.0,0.0,8,3,0,0,2,5,0,3,0
5,237.15,0.15,7,2,0,0,1,5,2,3,1
4,89.0,0.0,3,3,0,0,1,1,1,0,1
4,119.0,0.0,5,6,0,0,1,4,0,0,1
1,15.92,0.2,2,1,0,0,3,2,2,1,1
2,339.15,0.15,7,1,0,0,1,3,3,3,1
3,11.9,0.0,10,6,0,0,4,0,0,2,0
1,59.0,0.0,1,6,0,0,2,1,2,1,1
8,69.0,0.0,7,6,0,0,1,5,3,3,1
2,49.0,0.0,8,1,0,0,3,3,3,3,1
7,2519.1,0.1,12,0,0,0,0,2,4,1,0
1,13.41,0.1,4,3,0,0,4,4,3,0,0
3,1499.0,0.0,10,3,0,0,0,4,3,2,0
5,10.32,0.2,12,3,0,0,4,5,0,1,0
2,119.0,0.0,10,6,0,0,1,1,2,2,1
1,160.2,0.0,4,1,1,0,2,4,0,0,0
3,7.5,0.05,10,6,0,0,4,5,2,2,0
4,29.0,0.0,10,3,0,0,2,3,4,2,1
4,2799.0,0.0,5,0,0,0,0,4,4,0,0
8,23.65,0.05,12,4,0,1,3,5,2,1,1
8,89.0,0.0,3,0,0,0,2,4,2,0,1
5,28.4,0.05,12,1,0,0,3,0,2,1,1
3,12.66,0.15,1,4,0,1,3,2,3,1,1
3,38.9,0.0,4,2,0,0,4,3,3,0,0
8,3.82,0.15,11,6,0,0,4,0,1,1,0
2,12.9,0.0,8,3,0,0,4,3,3,3,0
8,149.0,0.0,5,6,0,0,1,0,2,0,1
1,119.2,0.2,8,4,0,1,1,1,2,3,1
5,39.6,0.1,8,4,0,1,3,3,2,3,1
8,134.1,0.1,2,2,0,0,0,4,2,1,0
3,42.32,0.2,5,3,0,0,4,0,0,0,0
2,15.92,0.2,11,0,0,0,3,2,0,1,1
8,149.0,0.0,9,0,0,0,2,1,3,2,0
4,14.9,0.0,6,0,0,0,4,1,0,3,0
2,75.65,0.15,4,1,0,0,1,4,4,0,1
2,199.0,0.0,8,1,0,0,1,4,2,3,1
4,39.2,0.2,10,3,0,0,3,1,3,2,1
8,129.0,0.0,8,6,0,0,1,1,0,3,1
2,79.0,0.0,2,3,0,0,1,5,2,1,1
5,13.41,0.1,12,2,0,0,3,2,0,1,1
6,29.0,0.0,8,1,0,0,2,4,3,3,1
5,35.1,0.1,9,6,0,0,2,4,2,2,1
1,33.15,0.15,6,3,0,0,1,0,2,3,1
1,6.55,0.05,7,6,0,0,4,2,3,3,0
4,899.0,0.0,5,1,0,0,0,4,3,0,0
2,25.41,0.15,2,1,0,0,3,3,1,1,1
8,71.1,0.1,9,1,0,0,1,1,3,2,1
1,1104.15,0.15,8,4,0,1,0,3,1,3,0
